text,label
"cảnh cáo sinh viên đi trễ nhưng giảng viên đi trễ , thường xuyên vắng dạy không có lý do không có thông báo , gây bức xúc , hao tốn thời gian , phí đi lại của sinh viên .",0
"giáo viên tận tâm , nhiệt tình , cách truyền đạt dễ tiếp thu .",1
nên bỏ thi code trên giấy .,0
"nhiệt tình , vui vẻ , hướng dẫn tốt .",1
thêm phòng thiết bị để thực hành .,0
"thầy vui vẻ , giúp đỡ nhiệt tình .",1
"cô dạy rất nhiệt tình , luôn trao đổi trên lớp và trên website môn học .",1
"thân thiện , tận tình hướng dẫn .",1
dạy dở .,0
giáo viên dạy nhiệt tình tâm huyết .,1
"hướng dẫn làm đồ án còn chưa rõ ràng , chưa hướng dẫn cho sinh viên một cách cụ thể về các kỹ năng đứng trước đám đông .",0
"lớp rất đông sinh viên , ngồi xa sẽ không thấy rõ slide thầy chiếu trên bảng vì chữ nhỏ và mờ tại phòng wzjwz166 gây khó tiếp thu bài học .",0
tính chất môn học là code trực tiếp trên phần mềm dreamweaver và code sửa đi sửa lại để làm cho sinh viên hiểu .,0
cô hỗ trợ sinh viên khá nhiều .,1
cần tiếp cận với sinh viên nhiều hơn .,0
"giảng viên truyền đạt kinh nghiệm thực tế , đảm bảo giờ lên lớp .",1
"có thể không chữa cũng được , ai thắc mắc sẽ hỏi riêng .",0
"thầy cung cấp nhiều thông tin hay , hữu ích đối với đồ án .",0
"dạy nhiệt tình , dễ hiểu .",1
giáo viên tận tâm và nhiệt tình giúp đỡ học sinh trong quá trình học tập .,1
cô có nhiều hình thức giảng dạy hay .,1
trang bị thêm thiết bị nghe nhìn .,0
"tận tâm , nhiệt tình giúp đỡ sinh viên .",1
"giọng thầy rất hay , khả năng truyền đạt rất tốt .",1
"dạy nhiệt tình , hiệu quả .",1
phòng quá nóng và chói làm máy chiếu bị mờ .,0
"thầy rất nhiệt tình , trong quá trình dạy .",1
môn học tạo cho sinh viên quá nhiều sự mơ hồ .,0
"có nhiều hoạt động thiết thực , cách nói hấp dẫn .",1
"vui vẻ , tận tình giải đáp thắc mắc và cung cấp nhiều kiến thức bổ ích .",1
"cần có những tiết ngoại khóa như giao lưu tiếng anh giữa các lớp , thực hành giao tiếp ngoài xã hội .",0
"thiết bị phòng lab cũ , chưa đáp ứng được yêu cầu thực hành .",0
"khi giảng thầy chưa chỉ rõ trọng tâm của bài để sinh viên nắm bắt và dễ tiếp thu hơn , giọng thầy còn nhỏ , đều đều .",0
kiến thức có ích cho công việc sau này .,1
thương xuyên ôn tập kiến thức .,1
"giảng viên tận tâm , thân thiện gần gũi .",1
kể chuyện hay .,1
thầy thật sự là một giảng viên dạy học rất có tâm .,1
đáng để học tập .,1
"em nghĩ thầy nên bổ sung hình vẽ vào slide bài giảng , hoặc ít nhất trong lúc giảng thầy rời ghế và vẽ lên bảng cho sinh viên dễ hình dung .",0
"thầy dạy được , vui vẻ .",1
nội dung mới .,1
thầy nói khó nghe nên đôi lúc không nghe được thầy đang nói gì .,0
"giảng viên dạy rất nhiệt tình , giúp đỡ sinh viên rất nhiều .",1
thường trễ 30 phút .,0
các giảng viên cần thống nhất chương trình dạy giữa các lớp với nhau .,0
"giảng viên tận tâm , nhiệt tình với học sinh .",1
thầy tận tâm nhiệt tình .,1
cô có nhiều cách dạy sáng tạo .,1
"giảng viên tận tâm , giảng dạy có chất lượng .",1
"thầy quản lý lớp chưa tốt , những sinh viên lười như em rất hay nghỉ học .",0
thầy rất nhiệt tình và quan tâm tới kiến thức của sinh viên .,1
"thầy dạy rất có tâm , chấm điểm rất chính xác .",1
cô giảng rất hay và thu hút học sinh !,1
phản hồi nhanh các thắc mắc của sinh viên .,1
em thấy học thực hành là tiếp thu nhiều hơn học lý thuyết và thầy dạy rất nhiệt tình .,1
"giảng viên giảng dạy dễ hiểu , nhanh tiếp thu bài , đưa ra các ví dụ và bài tập hay .",1
cách giảng dễ hiểu .,1
giờ học thiếu sinh động .,0
"thầy cho nhiều bài tập hay và rộng hơn khi học lý thuyết , giúp em biết thêm nhiều thứ hơn .",1
"rất chăm lo cho sinh viên , nhiệt tình .",1
thầy dạy có tâm ạ .,1
có nhiệt tình tâm huyết .,1
lịch học trùng với lịch học môn khác có điểm danh từng buổi nên hầu như nhóm học của em không bạn nào học được 1 buổi nào .,0
"cô dạy tốt tận tình , tài liệu đầy đủ .",1
kính mong các giảng viên mạch số upload tài liệu trước giờ học ít nhất 1 ngày để các bạn sinh viên có thể nghiên cứu trước ở nhà .,0
cô cho quá nhiều bài tập fraction đồ án đến nỗi em nghĩ rằng kỳ vừa rồi mình chỉ học một môn này .,0
thầy nên nói trước về cách chấm điểm bài thi .,0
"thầy tận tâm , nhiệt tình , giúp đỡ sinh viên , sẵn sàng giải đáp thắc mắc của sinh viên .",1
"giảng viên lên lớp đúng giờ , đầy đủ .",1
"cả 3 , 4 buổi thực hành theo hình thức 2 môn này có thầy cô này tham gia hay hướng dẫn buổi nào đâu mà đánh giá , chỉ có mỗi thầy wzjwz43 thôi .",0
"hy vọng lần sau thầy dạy sẽ mang đến thêm một số bài tập kèm hướng dẫn để bọn em dễ dàng vận dụng kiến thức mình học hơn , khi thầy giảng xong , có thể bọn em nói bọn em hiểu nhưng bọn em không nhớ lâu được do không có chỗ để bọn em vận dụng , nên cuối cùng đến khi thi bọn em vẫn trả lời rằng bọn em không hiểu .",0
"học cực kỳ áp lực , thầy dạy khó hiểu .",0
"giảng viên cần chuẩn bị giáo án trước khi đến lớp , giảng viên diễn đạt không tốt cần phải học cách diễn đạt cho sinh viên dễ hiểu .",0
"ít dự án , bài tập liên quan đến thực tế .",0
thầy dạy rất đúng giờ .,1
phần lớn chỉ là lý thuyết và bài tập .,1
"giảng viên nhiệt tình giảng dạy , các bài tập đa dạng phù hợp với lý thuyết .",1
"thầy dạy dễ hiểu , bài tập vừa sức .",1
"cần thêm các giờ thực hành tại các công ty , doanh nghiệp .",0
thầy rất giỏi .,1
em nghĩ các phòng máy của trường nên trang bị phần mềm sql tối thiểu là phiên bản 2008 .,0
khả năng truyền đạt của giảng viên chưa được tốt .,0
"vui vẻ , dạy dễ hiểu , giúp đỡ mọi lúc mọi nơi .",1
thật sự để đánh giá tổng quát được chất lượng đào tạo thì có lẽ một sinh viên phải học qua nhiều giáo viên mới có cái nhìn tổng quát về cách giảng dạy và chất lượng .,0
thầy bận đôi khi nghỉ không báo trước .,0
"nội dung học vừa phải , không quá nặng cũng như không quá nhẹ .",1
thầy dạy kiến thức đủ để em làm bài thi hiểu về giải tích 2 và đạt được kết quả tốt trong kỳ thi .,1
"lập trình hướng đối tượng nói riêng và tất cả các môn liên quan đến lập trình nói chung theo em nên được cập nhật tài liệu thường xuyên , đặc biệt là các phần mềm trong các phòng lab để tránh tình trạng các tài liệu và phần mềm hỗ trợ học tập lỗi thời và gây khó khăn cho việc giảng dạy và học tập .",0
"thầy dạy chi tiết , hướng dẫn nhiệt tình .",1
tài liệu còn thiếu chủ yếu sinh viên phải tự tìm .,0
nên giao chìa khóa phòng thực hành cho trực tiếp giáo viên .,0
"đồng thời , giảng viên rất tích cực , năng nổ trong việc giảng dạy , cung cấp cho sinh viên nhiều kiến thức bổ ích và cũng luôn vui vẻ , hoà đồng nhằm khiến sinh viên cảm thấy thoải mái khi đến lớp .",1
nhiều lúc thầy nói nhanh quá nghe không kiệp .,0
thời lượng thi ít khiến nhiều câu bỏ trống .,0
"giảng viên tận tâm , nhiệt tình , còn trẻ nhưng kiến thức rất tốt .",1
"nên chú trọng nhiều hơn vào kỹ năng giao tiếp , nghe , nói của sinh viên thay vì phần ngữ pháp .",0
lớp vui .,1
"thầy rất hiền , thân thiện và cố gắng giảng .",1
"thầy giáo nhiệt tình , thân thiện , truyền đạt tốt .",1
nhiệt tình của giáo viên áp dụng vào thực tiễn mặc dù không trong giờ học nhưng vẫn giải đáp tận tình .,1
cơ sở vật chất còn yếu kém .,0
tệ đến mức không tả được .,0
thầy giảng dạy rất nhiệt tình và vui tính .,1
thầy cho thực hành làm mạch dễ tiếp thu kiến thức .,1
thầy luôn giới thiệu những công nghệ mới cho chúng em .,1
"giảng viên rất tận tâm , nhiệt tình , gần gũi sinh viên .",1
"trong buổi học thầy hay nói lan man nhiều chủ đề khác , tuy thu hút được sự tập trung và chú ý của sinh viên nhưng thường không liên quan hoặc ít liên quan đến môn học .",0
cô phát âm chưa chuẩn .,0
có nhiều câu hỏi hay để sinh viên cùng thảo luận nhằm tìm ra nhiều phương pháp khác nhau để tiếp cận vấn đề .,1
"tiết học thú vị , giảng viên dạy hay .",1
tạo được kiến thức đầu đầy đủ cho sinh viên mới vào học bộ môn này .,1
nên khắc phục thái độ của giảng viên .,0
"giảng viên chu đáo , nhiệt tình trong giảng dạy .",1
"không khí lớp thoải mái , tạo động lực phát biểu , góp ý kiển .",1
giảng bài hay dễ hiểu .,1
nên chú trọng hơn về giao tiếp tiếng anh .,0
thiếu điều kiện thực hành trên các thiết bị thật .,0
"thầy vui tính nà , nhiệt tình , cách giảng dạy dễ hiểu !",1
"giảng viên nhiệt tình , tâm huyết với sinh viên .",1
"nói nhanh , lưu lát , đủ thông tin .",1
không hiệu quả và khó hiểu trong cách dạy .,0
hy vọng ý kiến của em được xem xét !,0
cần có nhiều bài tập và những buổi bài tập để các sinh viên hiểu được bài .,0
"em nghĩ nếu môn học dạy kiến thức nền tảng áp dụng lập trình trên nhiều nền tảng khác nhau , không đơn thuần chỉ là j2e thì tốt quá !",0
đề nghị nhà trường sửa hoặc bổ sung mới để việc thực hành có hiệu quả .,0
"thầy cho làm bài tập nhưng không giải , làm sinh viên không biết đúng sai như thế nào .",0
"nhiệt tình , tận tâm và dễ hiểu .",1
có đầy nhiệt tình và quan tâm việc học .,1
"rất nhiệt tình , nhưng cách truyền đạt còn hạn chế , nên sự tiếp thu từ thầy là rất ít .",1
"giáo viên nhiệt tình , dạy đúng kiến thức , có thực tiễn .",1
học có 3 buổi thôi nhưng em không thể đi buổi nào được vì trùng với lịch môn wzjwz149 .,0
"thầy đưa ra phương pháp làm bài cụ thể , dễ hiểu .",1
thầy nên chiếu hết một số bài tập có trong slide của thầy ạ .,0
"không cho bài tập thêm , toàn sửa lại ví dụ trong slide và sửa khá nhanh , sinh viên khó theo kịp .",0
cô biết lắng nghe sinh viên nói .,1
thời gian chết trong tiết học nhiều .,0
thầy nhiệt tình hướng dẫn cách dạy hợp dễ hiểu .,1
thầy dạy hơi khó hiểu nhưng rất kỹ .,1
giảng viên vui vẻ .,1
"thầy dạy rất hay , ngắn gọn , tổng quát và dễ hiểu .",1
cách dạy của thầy góp phần đẩy tính chủ động cao cho sinh viên đôi khi hơi phản tác dụng và gây khó khăn cho việc nắm bắt bài giảng của sinh viên .,0
"thầy nhiệt tình , dễ chịu .",1
thầy giảng bài dễ hiểu nhiệt tình !,1
giáo viên giảng dậy có kết hợp với các thông tin mới nhất .,1
nên có các bài tập bắt buộc doubledot cá nhân doubledot nắm sát được tiến độ và khả năng của từng sinh viên nhóm doubledot đánh giá và hình thành kỹ năng làm việc nhóm đôi khi do không bắt buộc các bài tập nhóm và các bài tập thuyết trình mà các bạn sinh viên thụ động !,0
"như vậy , sinh viên làm đồ án sẽ không có tương tác thực tế với giảng viên tương tác qua moodle thì vẫn được .",0
ít giải bài tập trên lớp .,0
giảng viên cần nhiệt tình hơn trong giảng dạy .,0
giáo viên thờ ơ dạy cho có .,0
làm đồ án phải báo cáo mỗi 2 tuần .,1
và giải đáp thắc mắc cho lớp em về code rất nhiệt tình .,1
thầy ít cho bài tập về nhà .,0
thầy vui tính và dạy nhiệt tình .,1
"cô vui vẻ , thân thiện , giáo trình giảng dạy hay và phù hợp .",1
"giảng viên nhiệt tình , dạy đúng giờ .",1
"vừa giúp cho bọn em nắm chắc kiến thức về môn học , vừa giúp bọn em tự tin hơn về kỹ năng cá nhân của mình .",1
"thầy nhiệt tình , dễ hiểu , vui tính .",1
"giảng viên luôn đến lớp đúng giờ , giảng dạy thân thiện , tận tâm .",1
"giảng viên giảng hay , dễ tiếp thu .",1
"giảng viên dạy dễ hiểu , đi dạy đúng giờ .",1
"cô giảng hơi lan man , khiến sinh viên bị rối trong quá trình học .",0
thầy giảng dạy hay và hiệu quả .,1
"thầy không có kiến thức sư phạm , không thẻ truyền đạt một cách dễ hiểu , slide của thầy ( hoặc không phải của thầy ) dạy bao nhiêu năm rồi mà chưa dịch hoàn chỉnh hay dịch như translate của google .",0
thầy giảng dạy hay và dễ hiểu .,1
thầy giải nhiều bài tập cho sinh viên giúp sinh viên củng cố kiến thức sau khi học lý thuyết .,1
"giáo viên dạy tận tình , dễ hiểu , hay giải đáp những thắc mắc của sinh viên về môn học .",1
giảng viên dạy còn khó hiểu .,1
"khi sinh viên hỏi thì thầy không biết , phải đi qua máy khác xem rồi mới biết đường để chỉ sinh viên .",0
"đầu năm đến giờ gặp thầy được một lần thôi , thầy tổ chức gặp được một lần .",0
hạn chế dạy bằng slide .,0
nhiệt tình và kỹ lưỡng .,1
hồ trợ tốt cho sinh viên tự tìm hiểu .,1
nhiệt tình chuyên môn tốt .,1
thầy dạy đúng yêu cầu buổi học .,1
cần có lập trình thực nghiệm các bước và xem rõ cách hoạt động chương trình demo .,0
"giảng quá nhanh , nhiều phần bảo sinh viên tự xem .",0
"nhiệt tình , vui vẻ , quan tâm sinh viên .",1
"không có sách dạy chi tiết về môn học nên học rất khó hiểu , cần có tài liều hướng dẫn cụ thể chi tiết , mong nhà trường viết thêm sách cho sinh viên .",0
nên có thêm bài tập giải trực tiếp trên lớp .,0
thầy giáo nhiệt tình .,1
"phương pháp truyền đạt thú vị , tiết học sôi động không gò bó .",1
lên lớp đều đặn .,1
"sự nhiệt tình tận tâm , nếu có thể tăng tiết cho môn học này thì rất tốt ạ !",1
"nhiệt tình , khá dễ hiểu .",1
không nêu rõ ví dụ chi tiết cho các bài tập .,0
"phương pháp giảng dạy chủ động , giúp sinh viên không chỉ nâng cao kiến thức chuyên môn mà còn cả kỹ năng nghề nghiệp doubledot thuyết trình , tư duy phản biện .",1
"chấm bài theo hệ thống hay báo lỗi , không được sáng tạo theo lối nghĩ riêng .",0
"giảng viên truyền đạt kiến thức một cách máy móc , không có hiệu quả , tạo không gian học tập áp lực , chán nản cho sinh viên .",1
dạy dễ hiểu !,1
"cô dạy rất nhiệt huyết , dạy để hiểu , hiểu bản chất , chứ không phải dạy kiến thức suông như một số giáo viên khác .",1
"sửa lại một số máy bị hư chuột , chuột rất khó di chuyển , gây khó khăn cho việc thực hành .",0
không kiểm soát được lớp .,0
"máy tính của phòng thực hành không đáp ứng được nhu cầu môn học , giảng viên yêu cầu tự làm trên laptop và mang lên phòng thực hành chấm điểm , vậy phòng thực hành là phòng chấm điểm ?",0
có nhiều thời gian chết trong giờ học .,0
"giảng viên am hiểu sâu , giảng bài tận tâm .",1
thầy cho ít dạng bài tập .,0
không phát huy được hết khả năng của sinh viên .,0
"thầy ít lên lớp , học một học kỳ mà chỉ học được 2 buổi .",0
"gói gọn doubledot hay , tận tình , phù hợp với mọi trình độ cũng như nhu cầu môn học .",1
"giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn .",0
hướng dẫn và đánh giá đúng kết quả học tập .,1
cô tận tâm và dạy sinh viên tận tình .,1
giảng viên truyền đạt được ý hiểu đến sinh viên .,1
"máy nghe nên được trang bị tốt hơn , phòng học nên sáng hơn .",0
giảng viên dạy tương đối nhanh .,0
cần tăng thời lượng thực hành vì đây là môn mà thực hành mang tính quan trọng đối với sinh viên .,0
"giảng viên cần cung cấp tài liệu , slide bài giảng .",0
ở lớp có nhiều bạn siêng nhưng cách giảng của cô rất khó hiểu .,0
thầy cần có tương tác với sinh viên qua mail hay moodle vì có đôi lúc có thắc mắc nhưng thầy không phản hồi .,0
kiến thức chuyên môn cao .,1
cần cung cấp tài liệu nhiều hơn .,0
khó nghe .,0
chưa nhiệt tình dạy .,0
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",0
"về cách chấm điểm đồ án cuối kỳ , giảng viên hoàn toàn chấm theo cảm tính mà không có bất cứ một thang điểm cụ thể nào .",0
nhạt nhẽo và khá nhảm .,0
"cô cho làm bài tập để thực tiễn lý thuyết rất nhiều và phù hơp , khiến chúng em hiểu ngay được nội dung của môn học .",1
"phòng thực hành dây mạng không rút được , wifi thì yếu .",0
"tận tình , truyền đạt tốt .",1
giảng còn nhiều lúc khó hiểu .,0
một số dạng bài tập khi chưa làm được hỏi thầy thì thầy không trả lời ( các dạng bài khó ) .,0
"dạy hay , tận tâm với sinh viết , kiến thức truyền đạt rất tốt .",1
máy tính trong phòng thực hành không được tốt cho lắm .,0
"giảng viên tận tâm , nhiệt tình đới với sinh viên .",1
"thầy nên có đề mẫu , bài mẫu .",0
"cô dạy rất nhiệt tình , hiểu tâm lý sinh viên , rất vui tính .",1
giáo viên tận tâm nhiệt tình .,1
"giảng viên nên cập nhật mới tài liệu , ví dụ video học tập hay bài giảng chẳng hạn .",0
thầy rất tận tâm giảng dạy .,1
slide tiếng việt của trường có nhiều chỗ bị sai .,0
"do đó , em kiến nghị thay đổi việc thực hành môn này , nếu không thể trang bị thiết bị mới thì nên đổi sang cho sinh viên thực hành tại nhà với phần mềm mô phỏng chứ không cần phải lên trường để điểm danh như học kỳ vừa qua .",0
giảng viên rất rất nhiệt tình .,1
giảng nhanh .,0
"giảng viên tăng cường giải bài tập , giúp sinh viên dễ hiểu bài .",1
"thầy dạy hay , nhiệt tình , vui vẻ , cho đề dễ .",1
"thầy giảng rất hay , dạy rất nhiệt tình .",1
"chỉnh lại thời lượng làm bài thi và nội dung thi , vì không tương thích , đề dài và thời gian ngắn .",0
không thấy thầy lên lớp kể từ khi nghỉ lễ 30 fraction 4 và 1 fraction 5 xong .,0
"các bài tập của nhóm đều tự làm , hoặc có tham khảo số liệu thống kê để phân tích thị trường nhưng lại làm tỉ lệ sao chép theo thuật toán của turnitindotcom 30 ( theo thầy nói bài 30 sẽ bị 0 điểm ) .",0
dạy dễ hiểu .,1
"có nhiều bài tập hay , rèn luyện kỹ năng tốt .",1
giảng viên giảng khá nhanh .,0
"phương pháp dạy hay , dễ hiểu .",1
bài giảng của cô wzjwz295 bám sát kiến thức quá đôi khi lại khô khan và gây hiện tượng kinh điển là buồn ngủ hoặc chán nản trong giờ học .,0
"giảng viên vui vẻ , giảng dạy tận tâm .",1
đi đúng giờ .,1
"vui vẻ , tận tâm !",1
chưa bao giờ có ý định nghỉ tiết của thầy ( trừ trường hợp ngủ quên colonbigsmile ) .,1
"thiết bị phòng học z còn nhiều trục trặc , đặc biệt máy chiếu chưa có độ phân giải đủ để học , thường xảy ra trục trặc .",0
giảng viên nên đi dạy thường xuyên hơn .,0
tốc độ dạy nhanh .,0
thầy dạy hiểu bài .,1
thầy dạy cho nghỉ nhiều .,0
"giảng viên dễ mến , dễ gần gũi với sinh viên .",1
"thầy dạy kỹ , tận tâm , vui tính .",1
"dạy dễ hiểu , vui tính .",1
"giáo viên lên lớp đúng giờ , giảng bài sôi động .",1
"thầy vui tính , dạy dễ hiểu , lấy ví dụ thực tiễn .",1
nên lồng ghép các trò chơi nhỏ vào buổi học để tăng hứng thú cho sinh viên .,0
"dạy rõ ràng , nội dung hay .",1
thầy dạy bám sát nội dung cần thiết nhiệt tình .,1
làm cho người học bị rối .,0
giảng viên không nhiệt tình .,0
cô chấm điểm thiếu sự minh bạch trong bài thi .,0
"thầy quá nhiệt tình , nội dung giảng dạy mới lạ .",1
thầy còn chia sẻ các phương pháp học cho sinh viên .,1
"dạy không tận tình , dạy cho có cho đầy đủ trách nhiệm .",0
em không học được bất kỳ kiến thức gì ở môn này .,0
rất hài lòng nên không có gì không hài lòng .,1
chưa giúp tôi phát triển được tốt nhất khả năng của mình .,0
"thầy vui tính , dạy rất dễ hiểu và rất nhiệt tình .",1
nhìn chung thầy dạy tốt và khá hiền .,1
mong sao thầy dạy tận tâm với công việc hơn chứ thế này em không biết những sinh viên năm nhất tiếp theo sẽ như thế nào nếu thầy tiếp tục như vậy mong thầy quan tâm đến việc dạy học hơn .,0
đồ án thầy phân tích rất chuyên sâu .,1
"cô này chỉ hỗ trợ thầy wzjwz185 , chưa thấy cụ thể công việc .",0
thầy duy giảng dạy rất hiệu quả và nhiệt tình .,1
thầy dạy dễ hiểu tuy nhiên nhiều lúc hơi nhanh .,0
"cô dạy rất hay và nhiệt tình , rất dễ hiểu .",1
"trợ giàng nhiệt tình , quan tâm và theo sát sinh viên .",1
cô giảng nhiệt tình .,1
"giảng viên dạy nhiệt tình , truyền đạt kiến dễ hiểu .",1
file thực hành cần có một số gợi ý cho sinh viên biết hướng và định hướng giải .,0
